"","scientific_name","midpoint_cc","releveSite","releveyear"
"481","Cornus racemosa",3,"LHJL 1",2024
"482","Cornus racemosa",3,"LHSP 1-1",2024
"483","Cornus racemosa",3,"MRPR Rel 3",2024
"484","Cornus racemosa",3,"WWRP Rel 2",2024
"485","Cornus racemosa",3,"WWRP Rel 3",2024
"486","Cornus sericea",0.5,"South Creek Releve 1",2024
"487","Cornus sericea",15,"TCP Lakeshore Rel 2",2024
"488","Cornus sericea",37.5,"WWBW Rel",2024
"489","Corylus americana",15,"LHDL rel 1-6",2024
"490","Corylus americana",3,"LHDL rel 2-2",2024
"491","Corylus americana",3,"LHHL 5",2024
"492","Corylus americana",3,"LHHL1 Rel",2024
"493","Corylus cornuta",3,"LHHL1 Rel",2024
"494","Crataegus sp.",3,"WWRP Rel 3",2024
"495","Crocanthemum bicknellii",3,"LHPP rel 2",2024
"496","Crocanthemum bicknellii",3,"SLPR B",2024
"497","Crotalaria sagittalis",3,"LHPP rel 1",2024
"498","Crotalaria sagittalis",15,"LHPP rel 2",2024
"499","Cryptotaenia canadensis",3,"LBRP  Rel 3",2024
"500","Cryptotaenia canadensis",15,"LBRP R",2024
"501","Cryptotaenia canadensis",3,"MRPR C",2024
"502","Cryptotaenia canadensis",3,"SLPR Rel 2",2024
"503","Cryptotaenia canadensis",3,"WWRP RCG unit 5 rel",2024
"504","Cryptotaenia canadensis",3,"WWRP WL Rel",2024
"505","Cyperus bipartitus",3,"TCP Lakeshore Rel 2",2024
"506","Cyperus lupulinus",0.5,"SLPR B",2024
"507","Cyperus odoratus s.l.",0.5,"LBRP R",2024
"508","Cyperus schweinitzii",3,"SLPR B",2024
"509","Cyperus sp.",3,"TCP Lakeshore Rel 2",2024
"510","Cyperus squarrosus s.l.",3,"LBRP R",2024
"511","Cyperus strigosus",0.5,"LHHL1 Rel",2024
"512","Dalea purpurea",3,"MRPR C",2024
"513","Dalea purpurea",3,"SLPR B",2024
"514","Dalea purpurea",3,"WWRP Italy Moraine Rel",2024
"515","Desmodium canadense",3,"LHPP rel 1",2024
"516","Desmodium canadense",0.5,"LHPP rel 2",2024
"517","Desmodium canadense",3,"South Creek Releve 1",2024
"518","Desmodium canadense",3,"TCP Lakeshore Rel 1",2024
"519","Desmodium glutinosum",3,"LHDL rel 1-6",2024
"520","Desmodium glutinosum",15,"LHDL rel 2-2",2024
"521","Desmodium glutinosum",3,"LHHL 5",2024
"522","Desmodium glutinosum",3,"LHHL1 Rel",2024
"523","Desmodium glutinosum",3,"LHHL2 Rel",2024
"524","Desmodium glutinosum",3,"LHHL3 Rel",2024
"525","Desmodium glutinosum",3,"LHHL4 Rel",2024
"526","Desmodium glutinosum",3,"LHJL 1",2024
"527","Desmodium glutinosum",3,"LHPP rel 1",2024
"528","Desmodium glutinosum",3,"LHPP rel 2",2024
"529","Desmodium glutinosum",37.5,"LHSP 1-1",2024
"530","Desmodium glutinosum",0.5,"MRPR C",2024
"531","Desmodium glutinosum",3,"SLPR Rel 2",2024
"532","Desmodium glutinosum",3,"WWRP Rel 3",2024
"533","Desmodium glutinosum",3,"WWRP WL Rel",2024
"534","Desmodium sp",0.5,"LHHL 5",2024
"535","Dichanthelium acuminatum",3,"MRPR CPL19 rel 1",2024
"536","Dichanthelium acuminatum",3,"WWRP Italy Moraine Rel",2024
"537","Dichanthelium acuminatum",3,"WWRP Rel 4",2024
"538","Dichanthelium scribnerianum",3,"LHPP rel 1",2024
"539","Dichanthelium scribnerianum",3,"LHPP rel 2",2024
"540","Dichanthelium scribnerianum",3,"MRPR CPL19 rel 1",2024
"541","Dichanthelium scribnerianum",3,"SLPR B",2024
"542","Dichanthelium scribnerianum",37.5,"WWRP Italy Moraine Rel",2024
"543","Dichanthelium sp.",3,"WWRP Rel 2",2024
"544","Dichanthelium sp. 2",3,"WWRP Rel 4",2024
"545","Diervilla lonicera",3,"LHJL 1",2024
"546","Digitaria cognata",3,"LHPP rel 2",2024
"547","Digitaria ischaemum",3,"LBRP R",2024
"548","Digitaria ischaemum",3,"LHPP rel 1",2024
"549","Dioscorea villosa",3,"SLSBWL rel 1",2024
"550","Doellingeria umbellata",3,"LHTS 1",2024
"551","Drymocallis arguta",3,"WWRP Rel 2",2024
"552","Dryopteris carthusiana",3,"LHDL rel 1-6",2024
"553","Dryopteris carthusiana",3,"LHHL4 Rel",2024
"554","Dryopteris carthusiana",3,"LHJL 1",2024
"555","Dryopteris carthusiana",3,"LHTS 1",2024
"556","Dryopteris carthusiana",3,"MRPR C",2024
"557","Dryopteris carthusiana",3,"SLPR 1",2024
"558","Dryopteris cristata",3,"LHTS 1",2024
"559","Echinochloa muricata",3,"LBRP R",2024
"560","Echinochloa sp.",3,"TCP Lakeshore Rel 2",2024
"561","Elymus canadensis",3,"LHDL rel 2-2",2024
"562","Elymus canadensis",3,"LHHL 5",2024
"563","Elymus canadensis",3,"LHHL1 Rel",2024
"564","Elymus canadensis",3,"LHHL2 Rel",2024
"565","Elymus canadensis",3,"LHHL4 Rel",2024
"566","Elymus canadensis",3,"MRPR C",2024
"567","Elymus canadensis",3,"TCP Lakeshore Rel 1",2024
"568","Elymus canadensis",3,"WWRP RCG unit 5 rel",2024
"569","Elymus hystrix",0.5,"LBRP  Rel 3",2024
"570","Elymus hystrix",3,"LHDL rel 1-6",2024
"571","Elymus hystrix",3,"LHDL rel 2-2",2024
"572","Elymus hystrix",3,"LHHL 5",2024
"573","Elymus hystrix",3,"LHHL4 Rel",2024
"574","Elymus hystrix",15,"MRPR C",2024
"575","Elymus repens",3,"LHPP rel 1",2024
"576","Elymus repens",3,"LHPP rel 2",2024
"577","Elymus repens",15,"WWRP RCG unit 5 rel",2024
"578","Elymus sp.",3,"LHHL 5",2024
"579","Elymus villosus",3,"LBRP  Rel 3",2024
"580","Elymus villosus",3,"LHHL 5",2024
"581","Elymus villosus",3,"LHHL2 Rel",2024
"582","Elymus villosus",3,"LHHL3 Rel",2024
"583","Elymus villosus",3,"LHHL4 Rel",2024
"584","Elymus villosus",3,"MRPR Rel 2",2024
"585","Elymus villosus",3,"SLSBWL rel 1",2024
"586","Elymus villosus",15,"WWRP WL Rel",2024
"587","Elymus virginicus",15,"LBRP  Rel 3",2024
"588","Elymus virginicus",3,"LHDL rel 1-6",2024
"589","Elymus virginicus",3,"LHHL1 Rel",2024
"590","Elymus virginicus",3,"LHHL2 Rel",2024
"591","Elymus virginicus",3,"LHHL3 Rel",2024
"592","Elymus virginicus",3,"LHHL4 Rel",2024
"593","Elymus virginicus",3,"LHSP 1-1",2024
"594","Elymus virginicus",3,"MRPR C",2024
"595","Elymus virginicus",3,"MRPR Rel 3",2024
"596","Elymus virginicus",3,"South Creek Releve 1",2024
"597","Elymus virginicus",3,"TCP Lakeshore Rel 1",2024
"598","Elymus wiegandii",3,"LBRP R",2024
"599","Epilobium ciliatum",3,"TCP Lakeshore Rel 1",2024
"600","Epilobium ciliatum",3,"TCP Lakeshore Rel 2",2024
"601","Epilobium coloratum",0.5,"LBRP R",2024
"602","Epilobium coloratum",3,"LHHL1 Rel",2024
"603","Epilobium coloratum",3,"LHTS 1",2024
"604","Equisetum arvense",3,"TCP Lakeshore Rel 2",2024
"605","Equisetum arvense",15,"WWBW Rel",2024
"606","Equisetum praealtum",3,"SLPR B",2024
"607","Eragrostis hypnoides",3,"LBRP R",2024
"608","Eragrostis pectinacea",3,"LHPP rel 1",2024
"609","Eragrostis spectabilis",3,"LHPP rel 2",2024
"610","Eragrostis spectabilis",3,"SLPR B",2024
"611","Erechtites hieraciifolius",3,"LBRP  Rel 3",2024
"612","Erechtites hieraciifolius",3,"LHDL rel 1-6",2024
"613","Erechtites hieraciifolius",0.5,"LHHL 5",2024
"614","Erechtites hieraciifolius",3,"LHHL1 Rel",2024
"615","Erechtites hieraciifolius",3,"LHHL2 Rel",2024
"616","Erechtites hieraciifolius",3,"MRPR C",2024
"617","Erechtites hieraciifolius",3,"MRPR Rel 2",2024
"618","Erigeron annuus",3,"LBRP  Rel 3",2024
"619","Erigeron annuus",3,"LHDL rel 1-6",2024
"620","Erigeron annuus",3,"LHHL 5",2024
"621","Erigeron annuus",3,"LHHL1 Rel",2024
"622","Erigeron annuus",3,"LHHL4 Rel",2024
"623","Erigeron annuus",0.5,"LHSP 1-1",2024
"624","Erigeron annuus",3,"MRPR Rel 3",2024
"625","Erigeron annuus",3,"SLPR B",2024
"626","Erigeron annuus",0.5,"SLSBWL rel 1",2024
"627","Erigeron annuus",3,"South Creek Releve 1",2024
"628","Erigeron annuus",3,"TCP Lakeshore Rel 1",2024
"629","Erigeron philadelphicus",0.5,"LHHL1 Rel",2024
"630","Erigeron strigosus",3,"LBRP Rel 8",2024
"631","Erigeron strigosus",3,"LHDL rel 1-6",2024
"632","Erigeron strigosus",3,"LHPP rel 1",2024
"633","Erigeron strigosus",3,"LHPP rel 2",2024
"634","Erigeron strigosus",3,"MRPR C",2024
"635","Erigeron strigosus",0.5,"MRPR CPL19 rel 1",2024
"636","Erigeron strigosus",3,"WWRP Italy Moraine Rel",2024
"637","Erigeron strigosus",0.5,"WWRP RCG unit 4 Rel",2024
"638","Erigeron strigosus",3,"WWRP Rel 3",2024
"639","Eriochloa villosa",0.5,"LBRP  Rel 3",2024
"640","Eriochloa villosa",3,"LHPP rel 1",2024
"641","Eriochloa villosa",3,"LHPP rel 2",2024
"642","Eriochloa villosa",3,"MRPR Rel 2",2024
"643","Eriochloa villosa",3,"WWRP RCG unit 5 rel",2024
"644","Euonymus alatus",0.5,"LHJL 1",2024
"645","Euonymus alatus",3,"South Creek Releve 2",2024
"646","Eupatorium perfoliatum",3,"LHHL1 Rel",2024
"647","Eupatorium perfoliatum",3,"LHTS 1",2024
"648","Eupatorium perfoliatum",3,"TCP Lakeshore Rel 2",2024
"649","Eupatorium perfoliatum",0.5,"WWBW Rel",2024
"650","Euphorbia corollata",3,"WWRP Italy Moraine Rel",2024
"651","Euphorbia corollata",0.5,"WWRP Rel 2",2024
"652","Euphorbia dentata",3,"LBRP Rel 8",2024
"653","Euphorbia glyptosperma",3,"WWRP Rel 4",2024
"654","Euphorbia nutans",3,"LBRP Rel 8",2024
"655","Eutrochium maculatum",15,"WWBW Rel",2024
"656","Exotic honeysuckle sp.",0.5,"LBRP Rel 8",2024
"657","Exotic honeysuckle sp.",15,"LHDL rel 1-6",2024
"658","Exotic honeysuckle sp.",3,"LHPP rel 1",2024
"659","Exotic honeysuckle sp.",15,"LHPP rel 2",2024
"660","Exotic honeysuckle sp.",3,"LHSP 1-1",2024
"661","Exotic honeysuckle sp.",3,"MRPR C",2024
"662","Exotic honeysuckle sp.",3,"MRPR CPL19 rel 1",2024
"663","Exotic honeysuckle sp.",15,"MRPR Rel 3",2024
"664","Exotic honeysuckle sp.",15,"SLPR 1",2024
"665","Exotic honeysuckle sp.",15,"SLPR B",2024
"666","Exotic honeysuckle sp.",15,"SLPR Rel 2",2024
"667","Exotic honeysuckle sp.",3,"SLSBWL rel 1",2024
"668","Exotic honeysuckle sp.",15,"South Creek Releve 2",2024
"669","Exotic honeysuckle sp.",3,"WWRP Italy Moraine Rel",2024
"670","Exotic honeysuckle spp.",15,"LBRP  Rel 3",2024
"671","Exotic honeysuckle spp.",15,"LBRP R",2024
"672","Exotic honeysuckle spp.",3,"LHHL1 Rel",2024
"673","Exotic honeysuckle spp.",3,"LHHL4 Rel",2024
"674","Exotic honeysuckle spp.",0.5,"LHTS 1",2024
"675","Exotic honeysuckle spp.",15,"WWRP Rel 2",2024
"676","Exotic honeysuckle spp.",3,"WWRP Rel 4",2024
"677","Exotic honeysuckle spp.",0.5,"WWRP WL Rel",2024
"678","Fallopia convolvulus",0.5,"WWRP RCG unit 4 Rel",2024
"679","Festuca subverticillata",15,"LHHL1 Rel",2024
"680","Festuca subverticillata",3,"LHHL2 Rel",2024
"681","Festuca subverticillata",3,"LHHL3 Rel",2024
"682","Festuca subverticillata",0.5,"LHSP 1-1",2024
"683","Festuca subverticillata",3,"MRPR C",2024
"684","Festuca subverticillata",3,"MRPR Rel 3",2024
"685","Festuca subverticillata",3,"SLSBWL rel 1",2024
"686","Festuca subverticillata",15,"WWRP WL Rel",2024
"687","Fragaria vesca",3,"WWRP Rel 3",2024
"688","Fragaria virginiana",3,"LBRP Rel 8",2024
"689","Fragaria virginiana",3,"LHDL rel 1-6",2024
"690","Fragaria virginiana",3,"LHHL1 Rel",2024
"691","Fragaria virginiana",3,"LHHL4 Rel",2024
"692","Fragaria virginiana",3,"LHPP rel 1",2024
"693","Fragaria virginiana",3,"LHPP rel 2",2024
"694","Fragaria virginiana",3,"MRPR C",2024
"695","Fragaria virginiana",3,"MRPR Rel 3",2024
"696","Fragaria virginiana",3,"SLPR Rel 2",2024
"697","Fragaria virginiana",3,"WWRP Rel 2",2024
"698","Fragaria virginiana",3,"WWRP Rel 3",2024
"699","Frangula alnus",37.5,"LHDL rel 1-6",2024
"700","Frangula alnus",15,"LHDL rel 2-2",2024
"701","Frangula alnus",0.5,"LHHL 5",2024
"702","Frangula alnus",3,"LHHL1 Rel",2024
"703","Frangula alnus",3,"LHHL2 Rel",2024
"704","Frangula alnus",3,"LHHL3 Rel",2024
"705","Frangula alnus",3,"LHHL4 Rel",2024
"706","Frangula alnus",3,"LHPP rel 1",2024
"707","Frangula alnus",3,"LHPP rel 2",2024
"708","Frangula alnus",15,"LHTS 1",2024
"709","Fraxinus nigra",15,"LBRP R",2024
"710","Fraxinus nigra",0.5,"SLSBWL rel 1",2024
"711","Fraxinus pennsylvanica",3,"LBRP  Rel 3",2024
"712","Fraxinus pennsylvanica",37.5,"LBRP R",2024
"713","Fraxinus pennsylvanica",3,"LBRP Rel 8",2024
"714","Fraxinus pennsylvanica",3,"LHDL rel 1-6",2024
"715","Fraxinus pennsylvanica",0.5,"LHDL rel 2-2",2024
"716","Fraxinus pennsylvanica",3,"LHHL 5",2024
"717","Fraxinus pennsylvanica",3,"LHHL1 Rel",2024
"718","Fraxinus pennsylvanica",3,"LHHL2 Rel",2024
"719","Fraxinus pennsylvanica",15,"LHHL3 Rel",2024
"720","Fraxinus pennsylvanica",3,"LHHL4 Rel",2024
"721","Fraxinus pennsylvanica",3,"LHJL 1",2024
"722","Fraxinus pennsylvanica",0.5,"LHPP rel 1",2024
"723","Fraxinus pennsylvanica",3,"LHTS 1",2024
"724","Fraxinus pennsylvanica",3,"MRPR C",2024
"725","Fraxinus pennsylvanica",3,"MRPR Rel 2",2024
"726","Fraxinus pennsylvanica",3,"MRPR Rel 3",2024
"727","Fraxinus pennsylvanica",3,"SLCW Releve 1",2024
"728","Fraxinus pennsylvanica",3,"SLPR 1",2024
"729","Fraxinus pennsylvanica",15,"SLPR Rel 2",2024
"730","Fraxinus pennsylvanica",0.5,"SLSBWL rel 1",2024
"731","Fraxinus pennsylvanica",15,"South Creek Releve 2",2024
"732","Fraxinus pennsylvanica",3,"TCP Lakeshore Rel 1",2024
"733","Fraxinus pennsylvanica",3,"TCP Lakeshore Rel 2",2024
"734","Galeopsis tetrahit",3,"LHSP 1-1",2024
"735","Galium aparine",3,"WWRP WL Rel",2024
"736","Galium asprellum",3,"WWRP WL Rel",2024
"737","Galium boreale",3,"LHDL rel 2-2",2024
"738","Galium concinnum",3,"SLSBWL rel 1",2024
"739","Galium concinnum",3,"WWRP WL Rel",2024
"740","Galium tinctorium",3,"LHTS 1",2024
"741","Galium triflorum",15,"LBRP  Rel 3",2024
"742","Galium triflorum",3,"LBRP R",2024
"743","Galium triflorum",3,"LHDL rel 1-6",2024
"744","Galium triflorum",3,"LHDL rel 2-2",2024
"745","Galium triflorum",3,"LHHL 5",2024
"746","Galium triflorum",3,"LHHL1 Rel",2024
"747","Galium triflorum",3,"LHHL2 Rel",2024
"748","Galium triflorum",3,"LHHL3 Rel",2024
"749","Galium triflorum",3,"LHHL4 Rel",2024
"750","Galium triflorum",3,"LHJL 1",2024
"751","Galium triflorum",0.5,"LHPP rel 2",2024
"752","Galium triflorum",3,"LHSP 1-1",2024
"753","Galium triflorum",3,"LHTS 1",2024
"754","Galium triflorum",3,"MRPR C",2024
"755","Galium triflorum",3,"MRPR CPL19 rel 1",2024
"756","Galium triflorum",3,"MRPR Rel 2",2024
"757","Galium triflorum",3,"MRPR Rel 3",2024
"758","Galium triflorum",3,"SLPR 1",2024
"759","Galium triflorum",3,"SLPR Rel 2",2024
"760","Galium triflorum",3,"SLSBWL rel 1",2024
"761","Galium triflorum",3,"South Creek Releve 2",2024
"762","Galium triflorum",3,"WWBW Rel",2024
"763","Galium triflorum",3,"WWRP RCG unit 5 rel",2024
"764","Galium triflorum",3,"WWRP Rel 2",2024
"765","Galium triflorum",3,"WWRP Rel 3",2024
"766","Galium triflorum",0.5,"WWRP WL Rel",2024
"767","Gentiana andrewsii",3,"WWBW Rel",2024
"768","Gentiana sp.",3,"MRPR CPL19 rel 1",2024
"769","Geranium maculatum",3,"LBRP  Rel 3",2024
"770","Geranium maculatum",3,"LHHL 5",2024
"771","Geranium maculatum",3,"LHHL1 Rel",2024
"772","Geranium maculatum",3,"LHHL2 Rel",2024
"773","Geranium maculatum",3,"LHJL 1",2024
"774","Geranium maculatum",3,"LHSP 1-1",2024
"775","Geranium maculatum",3,"South Creek Releve 2",2024
"776","Geranium maculatum",3,"WWRP WL Rel",2024
"777","Geum canadense",3,"LBRP  Rel 3",2024
"778","Geum canadense",3,"LBRP R",2024
"779","Geum canadense",3,"LBRP Rel 8",2024
"780","Geum canadense",3,"LHDL rel 1-6",2024
"781","Geum canadense",3,"LHDL rel 2-2",2024
"782","Geum canadense",3,"LHHL1 Rel",2024
"783","Geum canadense",3,"LHHL2 Rel",2024
"784","Geum canadense",3,"LHHL3 Rel",2024
"785","Geum canadense",3,"LHHL4 Rel",2024
"786","Geum canadense",3,"LHJL 1",2024
"787","Geum canadense",3,"LHSP 1-1",2024
"788","Geum canadense",3,"LHTS 1",2024
"789","Geum canadense",3,"MRPR Rel 3",2024
"790","Geum canadense",3,"SLPR 1",2024
"791","Geum canadense",3,"SLPR B",2024
"792","Geum canadense",3,"SLPR Rel 2",2024
"793","Geum canadense",3,"SLSBWL rel 1",2024
"794","Geum canadense",3,"TCP Lakeshore Rel 2",2024
"795","Geum macrophyllum",3,"LBRP  Rel 3",2024
"796","Geum macrophyllum",0.5,"LHSP 1-1",2024
"797","Geum macrophyllum",0.5,"LHTS 1",2024
"798","Geum macrophyllum",3,"South Creek Releve 1",2024
"799","Geum macrophyllum",3,"WWBW Rel",2024
"800","Geum macrophyllum",3,"WWRP Rel 3",2024
"801","Geum triflorum",0.5,"SLPR B",2024
"802","Glechoma hederacea",15,"LBRP R",2024
"803","Glechoma hederacea",3,"MRPR C",2024
"804","Glechoma hederacea",3,"MRPR TB Rel 2",2024
"805","Glechoma hederacea",3,"TCP Lakeshore Rel 2",2024
"806","Gleditsia triacanthos",0.5,"LBRP  Rel 3",2024
"807","Gleditsia triacanthos",0.5,"LHHL2 Rel",2024
"808","Hackelia sp.",3,"LBRP  Rel 3",2024
"809","Hackelia sp.",0.5,"LHSP 1-1",2024
"810","Hackelia virginiana",3,"LBRP R",2024
"811","Hackelia virginiana",3,"LHDL rel 1-6",2024
"812","Hackelia virginiana",3,"LHHL 5",2024
"813","Hackelia virginiana",3,"LHHL1 Rel",2024
"814","Hackelia virginiana",3,"LHHL2 Rel",2024
"815","Hackelia virginiana",3,"LHHL3 Rel",2024
"816","Hackelia virginiana",3,"LHHL4 Rel",2024
"817","Hackelia virginiana",3,"LHJL 1",2024
"818","Hackelia virginiana",3,"MRPR C",2024
"819","Hackelia virginiana",3,"MRPR Rel 2",2024
"820","Hackelia virginiana",3,"MRPR Rel 3",2024
"821","Hackelia virginiana",3,"SLPR 1",2024
"822","Hackelia virginiana",3,"SLPR Rel 2",2024
"823","Hackelia virginiana",3,"South Creek Releve 2",2024
"824","Hackelia virginiana",3,"WWRP WL Rel",2024
"825","Helianthus grosseserratus",3,"WWBW Rel",2024
"826","Helianthus pauciflorus",15,"WWRP Italy Moraine Rel",2024
"827","Helianthus tuberosus",3,"WWRP Rel 2",2024
"828","Helianthus tuberosus",15,"WWRP Rel 3",2024
"829","Heliopsis helianthoides",3,"MRPR C",2024
"830","Heliopsis helianthoides",3,"TCP Lakeshore Rel 1",2024
"831","Heliopsis helianthoides",3,"WWRP RCG unit 5 rel",2024
"832","Heliopsis helianthoides",3,"WWRP Rel 2",2024
"833","Hesperis matronalis",3,"MRPR Rel 3",2024
"834","Hesperis matronalis",3,"MRPR TB Rel 2",2024
"835","Hesperostipa sp.",0.5,"WWRP Rel 4",2024
"836","Heuchera richardsonii",3,"TCP Lakeshore Rel 1",2024
"837","Heuchera richardsonii",3,"WWRP Rel 2",2024
"838","Humulus lupulus",3,"LBRP R",2024
"839","Hydrophyllum virginianum",3,"SLCW Releve 1",2024
"840","Hydrophyllum virginianum",3,"SLPR 1",2024
"841","Hydrophyllum virginianum",3,"WWRP WL Rel",2024
"842","Hypericum ascyron",0.5,"LBRP  Rel 3",2024
"843","Hypericum ascyron",3,"MRPR C",2024
"844","Hypericum ascyron",3,"WWRP RCG unit 5 rel",2024
"845","Hypericum majus",0.5,"LHHL1 Rel",2024
"846","Impatiens capensis",15,"LHTS 1",2024
"847","Impatiens capensis",3,"WWBW Rel",2024
"848","Impatiens sp.",3,"LBRP R",2024
"849","Impatiens sp.",3,"LHHL1 Rel",2024
"850","Impatiens sp.",3,"SLCW Releve 1",2024
"851","Impatiens sp.",3,"SLPR 1",2024
"852","Impatiens sp.",3,"SLSBWL rel 1",2024
"853","Impatiens sp.",15,"WWRP WL Rel",2024
"854","Iris sp.",3,"LHHL1 Rel",2024
"855","Iris sp.",3,"TCP Lakeshore Rel 1",2024
"856","Iris sp.",3,"TCP Lakeshore Rel 2",2024
"857","Juglans nigra",37.5,"LBRP  Rel 3",2024
"858","Juglans nigra",3,"LBRP Rel 8",2024
"859","Juglans nigra",0.5,"LHHL4 Rel",2024
"860","Juglans nigra",0.5,"MRPR Rel 2",2024
"861","Juglans nigra",3,"SLPR B",2024
"862","Juglans nigra",3,"SLPR Rel 2",2024
"863","Juglans nigra",3,"WWRP Italy Moraine Rel",2024
"864","Juglans nigra",3,"WWRP Rel 4",2024
"865","Juncus cf. balticus",3,"TCP Lakeshore Rel 2",2024
"866","Juncus effusus",3,"TCP Lakeshore Rel 1",2024
"867","Juncus tenuis",3,"LHDL rel 2-2",2024
"868","Juncus tenuis",3,"TCP Lakeshore Rel 2",2024
"869","Juniperus virginiana",15,"LBRP R",2024
"870","Juniperus virginiana",37.5,"MRPR C",2024
"871","Juniperus virginiana",3,"MRPR Rel 2",2024
"872","Juniperus virginiana",15,"MRPR Rel 3",2024
"873","Juniperus virginiana",3,"SLPR Rel 2",2024
"874","Juniperus virginiana",15,"WWRP Rel 4",2024
"875","Lactuca biennis",3,"LHSP 1-1",2024
"876","Lactuca biennis",3,"WWRP WL Rel",2024
"877","Lactuca canadensis",3,"LHDL rel 1-6",2024
"878","Lactuca canadensis",3,"LHDL rel 2-2",2024
"879","Lactuca canadensis",3,"SLPR B",2024
"880","Lactuca canadensis",3,"SLPR Rel 2",2024
"881","Lactuca canadensis",3,"SLSBWL rel 1",2024
"882","Lactuca canadensis",3,"WWRP RCG unit 5 rel",2024
"883","Lactuca canadensis",3,"WWRP Rel 2",2024
"884","Lactuca canadensis",3,"WWRP Rel 3",2024
"885","Lactuca serriola",3,"LBRP R",2024
"886","Lactuca serriola",3,"LHHL1 Rel",2024
"887","Lactuca serriola",3,"SLPR B",2024
"888","Lactuca serriola",3,"TCP Lakeshore Rel 2",2024
"889","Lactuca sp.",3,"LBRP  Rel 3",2024
"890","Lactuca sp.",3,"LHHL 5",2024
"891","Laportea canadensis",15,"LBRP R",2024
"892","Laportea canadensis",3,"MRPR C",2024
"893","Laportea canadensis",3,"MRPR TB Rel 2",2024
"894","Laportea canadensis",15,"SLCW Releve 1",2024
"895","Laportea canadensis",15,"SLPR 1",2024
"896","Laportea canadensis",3,"South Creek Releve 2",2024
"897","Leersia oryzoides",37.5,"LHTS 1",2024
"898","Leersia virginica",37.5,"LBRP R",2024
"899","Leersia virginica",3,"LHHL4 Rel",2024
"900","Leersia virginica",3,"SLPR 1",2024
"901","Leersia virginica",3,"SLPR Rel 2",2024
"902","Leonurus cardiaca",3,"LBRP  Rel 3",2024
"903","Leonurus cardiaca",3,"LBRP R",2024
"904","Leonurus cardiaca",3,"MRPR Rel 2",2024
"905","Leonurus cardiaca",3,"MRPR Rel 3",2024
"906","Leonurus cardiaca",0.5,"MRPR TB Rel 2",2024
"907","Leonurus cardiaca",3,"SLPR 1",2024
"908","Leonurus cardiaca",3,"SLPR Rel 2",2024
"909","Lespedeza capitata",3,"LHPP rel 1",2024
"910","Lespedeza capitata",3,"LHPP rel 2",2024
"911","Lespedeza capitata",3,"SLPR B",2024
"912","Liatris aspera",3,"SLPR B",2024
"913","Liatris punctata",3,"WWRP Rel 4",2024
"914","Liatris pycnostachya",0.5,"South Creek Releve 1",2024
"915","Linaria vulgaris",3,"LHPP rel 2",2024
"916","Linaria vulgaris",3,"MRPR CPL19 rel 1",2024
"917","Linum sulcatum",3,"MRPR CPL19 rel 1",2024
"918","Liparis liliifolia",3,"MRPR Rel 3",2024
"919","Lithospermum canescens",3,"MRPR CPL19 rel 1",2024
"920","Lithospermum incisum",3,"WWRP Rel 4",2024
"921","Lobelia siphilitica",3,"WWBW Rel",2024
"922","Lobelia spicata",3,"MRPR C",2024
"923","Lobelia spicata",3,"WWRP Italy Moraine Rel",2024
"924","Lolium multiflorum",3,"MRPR TB Rel 2",2024
"925","Lonicera dioica",3,"LHDL rel 1-6",2024
"926","Lonicera dioica",3,"LHDL rel 2-2",2024
"927","Lonicera dioica",3,"LHHL 5",2024
"928","Lonicera dioica",3,"LHJL 1",2024
"929","Lonicera dioica",3,"LHSP 1-1",2024
"930","Lonicera dioica",3,"South Creek Releve 2",2024
"931","Lonicera reticulata",3,"LBRP R",2024
"932","Lotus corniculatus",3,"TCP Lakeshore Rel 1",2024
"933","Lotus corniculatus",3,"TCP Lakeshore Rel 2",2024
"934","Luzula sp.",0.5,"LHDL rel 2-2",2024
"935","Lycopus americanus",3,"LHHL1 Rel",2024
"936","Lycopus americanus",3,"TCP Lakeshore Rel 1",2024
"937","Lycopus americanus",3,"TCP Lakeshore Rel 2",2024
"938","Lycopus americanus",3,"WWRP RCG unit 5 rel",2024
"939","Lycopus uniflorus",3,"LHTS 1",2024
"940","Lysimachia nummularia",3,"LBRP R",2024
"941","Maianthemum canadense",3,"LBRP R",2024
"942","Maianthemum canadense",3,"LHDL rel 1-6",2024
"943","Maianthemum canadense",3,"LHDL rel 2-2",2024
"944","Maianthemum canadense",3,"LHHL 5",2024
"945","Maianthemum canadense",3,"LHHL3 Rel",2024
"946","Maianthemum canadense",3,"LHJL 1",2024
"947","Maianthemum racemosum",3,"LHDL rel 1-6",2024
"948","Maianthemum racemosum",3,"LHDL rel 2-2",2024
"949","Maianthemum racemosum",3,"LHHL1 Rel",2024
"950","Maianthemum racemosum",3,"LHHL2 Rel",2024
"951","Maianthemum racemosum",0.5,"LHHL3 Rel",2024
"952","Maianthemum racemosum",3,"LHHL4 Rel",2024
"953","Maianthemum racemosum",3,"LHJL 1",2024
"954","Maianthemum racemosum",3,"LHSP 1-1",2024
"955","Maianthemum racemosum",0.5,"MRPR Rel 2",2024
"956","Maianthemum racemosum",3,"SLCW Releve 1",2024
"957","Maianthemum racemosum",3,"SLPR 1",2024
"958","Maianthemum racemosum",0.5,"SLPR Rel 2",2024
"959","Maianthemum racemosum",3,"SLSBWL rel 1",2024
"960","Maianthemum racemosum",3,"South Creek Releve 2",2024
