"","scientific_name","common_name","x3","physiognamy","mn_nativity","mnwi","rarity_status","id","cc","cc_range","x12","midpoint_cc","p","p_c","releveCode","releveyear","releveSite"
"576","Persicaria maculosa","lady's thumb",0,"H","Introduced","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00304878048780488,0,"LHDL Rel 1-42023","2023","LHDL Rel 1-4"
"577","Chenopodium album","white lamb's quarters",0,"H","Introduced","FAC-","0",NA,NA,">0-1%",0.5,0.5,0.00304878048780488,0,"LHDL Rel 1-42023","2023","LHDL Rel 1-4"
"578","Persicaria spp.",NA,0,"H","Introduced",NA,"0",NA,NA,">0-1%",0.5,0.5,0.00304878048780488,0,"LHDL Rel 1-42023","2023","LHDL Rel 1-4"
"579","Ranunculus hispidus","hispid buttercup",6,"H","Native","FAC","0",NA,NA,">0-1%",0.5,0.5,0.00304878048780488,0.0182926829268293,"LHDL Rel 1-42023","2023","LHDL Rel 1-4"
"580","Leersia virginica","white grass",5,"G","Native","FACW","0",NA,1,">1-5%",3,3,0.122448979591837,0.612244897959184,"LHDL Rel 1-42023","2023","LHDL Rel 1-4"
"581","Carex pensylvanica","Pennsylvania sedge",3,"G","Native","NA","0",NA,2,">5-25%",15,15,0.612244897959184,1.83673469387755,"LHDL Rel 1-42023","2023","LHDL Rel 1-4"
"582","Carex spp.",NA,3,"G","Native",NA,"0",NA,NA,">0-1%",0.5,0.5,0.0204081632653061,0.0612244897959184,"LHDL Rel 1-42023","2023","LHDL Rel 1-4"
"583","Elymus villosus","downy wild rye",5,"G","Native","FACU","0",NA,NA,">1-5%",3,3,0.122448979591837,0.612244897959184,"LHDL Rel 1-42023","2023","LHDL Rel 1-4"
"584","Elymus virginicus","Virginia wildrye",4,"G","Native","FACW-","0",NA,1,">1-5%",3,3,0.122448979591837,0.489795918367347,"LHDL Rel 1-42023","2023","LHDL Rel 1-4"
"585","Quercus rubra","northern red oak",5,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.182926829268293,"LHHL1 Rel2023","2023","LHHL1 Rel"
"586","Quercus alba","white oak",7,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.25609756097561,"LHHL1 Rel2023","2023","LHHL1 Rel"
"587","Ulmus americana","American elm",3,"D","Native","FACW-","0",NA,NA,">0-1%",0.5,0.5,0.00609756097560976,0.0182926829268293,"LHHL1 Rel2023","2023","LHHL1 Rel"
"588","Celtis occidentalis","hackberry",3,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.109756097560976,"LHHL1 Rel2023","2023","LHHL1 Rel"
"589","Fraxinus pennsylvanica","green ash",2,"D","Native","FACW","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.0731707317073171,"LHHL1 Rel2023","2023","LHHL1 Rel"
"590","Prunus serotina","black cherry",4,"D","Native","[FACU]","0",NA,1,">1-5%",3,3,0.0365853658536585,0.146341463414634,"LHHL1 Rel2023","2023","LHHL1 Rel"
"591","Acer negundo","box elder",1,"D","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.0365853658536585,"LHHL1 Rel2023","2023","LHHL1 Rel"
"592","Betula papyrifera","paper birch",3,"D","Native","[FACU+]","0",NA,NA,">0-1%",0.5,0.5,0.00609756097560976,0.0182926829268293,"LHHL1 Rel2023","2023","LHHL1 Rel"
"593","Viburnum lentago","nannyberry",4,"D","Native","FAC+","0",NA,2,">5-25%",15,15,0.182926829268293,0.731707317073171,"LHHL1 Rel2023","2023","LHHL1 Rel"
"594","Prunus virginiana","chokecherry",3,"D","Native","[FAC-]","0",NA,1,">1-5%",3,3,0.0365853658536585,0.109756097560976,"LHHL1 Rel2023","2023","LHHL1 Rel"
"595","Ribes missouriense","Missouri gooseberry",4,"D","Native","NA","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.146341463414634,"LHHL1 Rel2023","2023","LHHL1 Rel"
"596","Rubus allegheniensis","Allegheny blackberry",2,"D","Native","[FACU+]","0",NA,2,">5-25%",15,15,0.182926829268293,0.365853658536585,"LHHL1 Rel2023","2023","LHHL1 Rel"
"597","Corylus americana","American hazelnut",3,"D","Native","FACU-","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.109756097560976,"LHHL1 Rel2023","2023","LHHL1 Rel"
"598","Zanthoxylum americanum","prickly ash",3,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.109756097560976,"LHHL1 Rel2023","2023","LHHL1 Rel"
"599","Viburnum opulus var. opulus",NA,0,"D",NA,NA,"0",NA,NA,">1-5%",3,3,0.0365853658536585,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"600","Exotic Lonicera sp.",NA,0,"D","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0365853658536585,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"601","Rhamnus cathartica","common buckthorn",0,"D","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0365853658536585,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"602","Vitis riparia","wild grape",2,"C","Native","FACW-","0",NA,1,">1-5%",3,3,0.0365853658536585,0.0731707317073171,"LHHL1 Rel2023","2023","LHHL1 Rel"
"603","Parthenocissus inserta","woodbine",2,"C","Native","FACU","0",NA,1,">1-5%",3,3,0.0365853658536585,0.0731707317073171,"LHHL1 Rel2023","2023","LHHL1 Rel"
"604","Celastrus sp.",NA,NA,"D","Introduced",NA,NA,NA,1,">1-5%",3,3,0.0365853658536585,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"605","Parthenocissus quinquefolia","Virginia creeper",3,"C","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.109756097560976,"LHHL1 Rel2023","2023","LHHL1 Rel"
"606","Amphicarpaea bracteata","hog peanut",2,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.038961038961039,"LHHL1 Rel2023","2023","LHHL1 Rel"
"607","Onoclea sensibilis","sensitive fern",4,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0779220779220779,"LHHL1 Rel2023","2023","LHHL1 Rel"
"608","Pteridium aquilinum",NA,2,NA,"Native","FACU","0",NA,2,">5-25%",15,15,0.0974025974025974,0.194805194805195,"LHHL1 Rel2023","2023","LHHL1 Rel"
"609","Solidago altissima","late goldenrod",1,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0194805194805195,0.0194805194805195,"LHHL1 Rel2023","2023","LHHL1 Rel"
"610","Erigeron annuus","annual fleabane",0,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0194805194805195,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"611","Geranium maculatum","wild geranium",4,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0194805194805195,0.0779220779220779,"LHHL1 Rel2023","2023","LHHL1 Rel"
"612","Desmodium glutinosum","pointed-leaved tick trefoil",6,"H","Native",NA,"0",NA,1,">1-5%",3,3,0.0194805194805195,0.116883116883117,"LHHL1 Rel2023","2023","LHHL1 Rel"
"613","Oxalis stricta","yellow wood sorrel",0,"H","Native","[FACU]","0",NA,1,">1-5%",3,3,0.0194805194805195,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"614","Taraxacum officinale","common dandelion",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0194805194805195,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"615","Torilis japonica","Japanese Hedge Parsley",0,"H","Introduced","NA","0",NA,1,">1-5%",3,3,0.0194805194805195,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"616","Hackelia virginiana","Virginia stickseed",1,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0194805194805195,"LHHL1 Rel2023","2023","LHHL1 Rel"
"617","Ranunculus abortivus","kidney-leaved buttercup",1,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0194805194805195,"LHHL1 Rel2023","2023","LHHL1 Rel"
"618","Persicaria sagittata","arrow-leaved tearthumb",4,"H","Native","OBL","0",NA,1,">1-5%",3,3,0.0194805194805195,0.0779220779220779,"LHHL1 Rel2023","2023","LHHL1 Rel"
"619","Symphyotrichum puniceum",NA,6,"H","Native","[OBL]","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.116883116883117,"LHHL1 Rel2023","2023","LHHL1 Rel"
"620","Teucrium canadense","germander",4,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0779220779220779,"LHHL1 Rel2023","2023","LHHL1 Rel"
"621","Eupatorium perfoliatum","common boneset",4,"H","Native","[FACW+]","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0779220779220779,"LHHL1 Rel2023","2023","LHHL1 Rel"
"622","Galium triflorum",NA,4,"H","Native","FACU+","0",NA,1,">1-5%",3,3,0.0194805194805195,0.0779220779220779,"LHHL1 Rel2023","2023","LHHL1 Rel"
"623","Solidago gigantea","giant goldenrod",3,"H","Native","FACW","0",NA,1,">1-5%",3,3,0.0194805194805195,0.0584415584415584,"LHHL1 Rel2023","2023","LHHL1 Rel"
"624","Thalictrum dasycarpum","tall meadow-rue",4,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0779220779220779,"LHHL1 Rel2023","2023","LHHL1 Rel"
"625","Cirsium arvense","Canada thistle",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0194805194805195,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"626","Circaea lutetiana","common enchanter's nightshade",2,"H","Native","[FACU]","0",NA,1,">1-5%",3,3,0.0194805194805195,0.038961038961039,"LHHL1 Rel2023","2023","LHHL1 Rel"
"627","Osmunda claytoniana","interrupted fern",6,"H","Native","FAC+","0",NA,NA,">0-1%",0.5,0.5,0.00324675324675325,0.0194805194805195,"LHHL1 Rel2023","2023","LHHL1 Rel"
"628","Impatiens sp.",NA,NA,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0194805194805195,0.038961038961039,"LHHL1 Rel2023","2023","LHHL1 Rel"
"629","Anemone canadensis","canada anemone",3,"H","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00324675324675325,0.00974025974025974,"LHHL1 Rel2023","2023","LHHL1 Rel"
"630","Laportea canadensis","woodnettle",3,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0584415584415584,"LHHL1 Rel2023","2023","LHHL1 Rel"
"631","Urtica dioica",NA,1,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0194805194805195,"LHHL1 Rel2023","2023","LHHL1 Rel"
"632","Lycopus americanus","cut-leaved bugleweed",4,"H","Native","OBL","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0779220779220779,"LHHL1 Rel2023","2023","LHHL1 Rel"
"633","Myosoton aquaticum","giant chickweed",0,"H","Introduced","FAC+","0",NA,NA,">0-1%",0.5,0.5,0.00324675324675325,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"634","Galium tinctorium",NA,5,"H","Native","OBL","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0974025974025974,"LHHL1 Rel2023","2023","LHHL1 Rel"
"635","Actaea rubra","red baneberry",7,"H","Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.00324675324675325,0.0227272727272727,"LHHL1 Rel2023","2023","LHHL1 Rel"
"636","Erechtites hieraciifolius",NA,2,"H","Native","NA","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.038961038961039,"LHHL1 Rel2023","2023","LHHL1 Rel"
"637","Asclepias incarnata",NA,5,"H","Native","OBL","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0974025974025974,"LHHL1 Rel2023","2023","LHHL1 Rel"
"638","Ranunculus sceleratus","cursed crowfoot",3,"H","Native","OBL","0",NA,NA,">0-1%",0.5,0.5,0.00324675324675325,0.00974025974025974,"LHHL1 Rel2023","2023","LHHL1 Rel"
"639","Iris sp.",NA,NA,"H","Native",NA,NA,NA,NA,">0-1%",0.5,0.5,0.00324675324675325,0.012987012987013,"LHHL1 Rel2023","2023","LHHL1 Rel"
"640","Athyrium filix-femina","lady fern",5,"H","Native","NA","0",NA,1,">1-5%",3,3,0.0194805194805195,0.0974025974025974,"LHHL1 Rel2023","2023","LHHL1 Rel"
"641","Arisaema triphyllum","Jack-in-the-pulpit",4,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0779220779220779,"LHHL1 Rel2023","2023","LHHL1 Rel"
"642","Symphyotrichum sp.",NA,NA,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0194805194805195,0.0194805194805195,"LHHL1 Rel2023","2023","LHHL1 Rel"
"643","Scrophularia lanceolata","lance-leaved figwort",4,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0779220779220779,"LHHL1 Rel2023","2023","LHHL1 Rel"
"644","Thalictrum dioicum","early meadow-rue",5,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0974025974025974,"LHHL1 Rel2023","2023","LHHL1 Rel"
"645","Aralia nudicaulis","wild sarsaparilla",4,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0779220779220779,"LHHL1 Rel2023","2023","LHHL1 Rel"
"646","Ageratina altissima","white snakeroot",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0194805194805195,"LHHL1 Rel2023","2023","LHHL1 Rel"
"647","Maianthemum racemosum",NA,5,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0974025974025974,"LHHL1 Rel2023","2023","LHHL1 Rel"
"648","Symphyotrichum sp. # 2",NA,NA,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0194805194805195,0.038961038961039,"LHHL1 Rel2023","2023","LHHL1 Rel"
"649","Uvularia grandiflora","large-flowered bellwort",7,"H","Native","NA","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.136363636363636,"LHHL1 Rel2023","2023","LHHL1 Rel"
"650","Toxicodendron rydbergii","western poison ivy",1,"D","Native","FAC","0",NA,1,">1-5%",3,3,0.0194805194805195,0.0194805194805195,"LHHL1 Rel2023","2023","LHHL1 Rel"
"651","Alliaria petiolata","garlic mustard",0,"H","Introduced","FAC","0",NA,NA,">1-5%",3,3,0.0194805194805195,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"652","Ranunculus recurvatus",NA,5,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.0974025974025974,"LHHL1 Rel2023","2023","LHHL1 Rel"
"653","Geum canadense","white avens",2,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.038961038961039,"LHHL1 Rel2023","2023","LHHL1 Rel"
"654","Geum sp.",NA,NA,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0194805194805195,0.0584415584415584,"LHHL1 Rel2023","2023","LHHL1 Rel"
"655","Uvularia sessilifolia","pale bellwort",6,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0194805194805195,0.116883116883117,"LHHL1 Rel2023","2023","LHHL1 Rel"
"656","Lactuca serriola","prickly lettuce",0,"H","Introduced","FAC","0",NA,NA,">1-5%",3,3,0.0194805194805195,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"657","Lysimachia sp.",NA,NA,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0194805194805195,0.0974025974025974,"LHHL1 Rel2023","2023","LHHL1 Rel"
"658","Osmorhiza claytonii","Clayton's sweet cicely",3,"H","Native","FACU-","0",NA,NA,">0-1%",0.5,0.5,0.00324675324675325,0.00974025974025974,"LHHL1 Rel2023","2023","LHHL1 Rel"
"659","Phalaris arundinacea","reed canary grass",0,"G","Introduced","FACW+","0",NA,1,">1-5%",3,3,0.136363636363636,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"660","Elymus sp.",NA,NA,"G","Introduced",NA,NA,NA,1,">1-5%",3,3,0.136363636363636,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"661","Carex rosea","starry sedge",4,"G","Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.0227272727272727,0.0909090909090909,"LHHL1 Rel2023","2023","LHHL1 Rel"
"662","Festuca subverticillata","nodding fescue",6,"G","Native","[FACU+]","0",NA,1,">1-5%",3,3,0.136363636363636,0.818181818181818,"LHHL1 Rel2023","2023","LHHL1 Rel"
"663","Carex pensylvanica","Pennsylvania sedge",3,"G","Native","NA","0",NA,NA,">1-5%",3,3,0.136363636363636,0.409090909090909,"LHHL1 Rel2023","2023","LHHL1 Rel"
"664","Carex sp.",NA,NA,"G","Native",NA,NA,NA,NA,">1-5%",3,3,0.136363636363636,0.409090909090909,"LHHL1 Rel2023","2023","LHHL1 Rel"
"665","Unknown Grass #1",NA,NA,"G","Introduced",NA,NA,NA,NA,">1-5%",3,3,0.136363636363636,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"666","Unknown Grass #2",NA,NA,"G","Introduced",NA,NA,NA,NA,">1-5%",3,3,0.136363636363636,0,"LHHL1 Rel2023","2023","LHHL1 Rel"
"667","Carex normalis","right-angle sedge",4,"G","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.0227272727272727,0.0909090909090909,"LHHL1 Rel2023","2023","LHHL1 Rel"
"668","Quercus rubra","northern red oak",5,"D","Native","FACU","0",NA,4,">50-75%",62.5,62.5,0.294811320754717,1.47405660377358,"LHHL2 Rel2023","2023","LHHL2 Rel"
"669","Quercus alba","white oak",7,"D","Native","FACU","0",NA,2,">5-25%",15,15,0.0707547169811321,0.495283018867925,"LHHL2 Rel2023","2023","LHHL2 Rel"
"670","Acer negundo","box elder",1,"D","Native","FACW-","0",NA,3,">25-50%",37.5,37.5,0.17688679245283,0.17688679245283,"LHHL2 Rel2023","2023","LHHL2 Rel"
"671","Fraxinus pennsylvanica","green ash",2,"D","Native","FACW","0",NA,NA,">1-5%",3,3,0.0141509433962264,0.0283018867924528,"LHHL2 Rel2023","2023","LHHL2 Rel"
"672","Celtis occidentalis","hackberry",3,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.0141509433962264,0.0424528301886792,"LHHL2 Rel2023","2023","LHHL2 Rel"
"673","Prunus serotina","black cherry",4,"D","Native","[FACU]","0",NA,2,">5-25%",15,15,0.0707547169811321,0.283018867924528,"LHHL2 Rel2023","2023","LHHL2 Rel"
"674","Rhamnus cathartica","common buckthorn",0,"D","Introduced","FACU","0",NA,2,">5-25%",15,15,0.0707547169811321,0,"LHHL2 Rel2023","2023","LHHL2 Rel"
"675","Prunus virginiana","chokecherry",3,"D","Native","[FAC-]","0",NA,1,">1-5%",3,3,0.0141509433962264,0.0424528301886792,"LHHL2 Rel2023","2023","LHHL2 Rel"
"676","Ribes cynosbati","prickly gooseberry",3,"D","Native","FAC","0",NA,2,">5-25%",15,15,0.0707547169811321,0.212264150943396,"LHHL2 Rel2023","2023","LHHL2 Rel"
"677","Zanthoxylum americanum","prickly ash",3,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.0141509433962264,0.0424528301886792,"LHHL2 Rel2023","2023","LHHL2 Rel"
"678","Ribes americanum","wild black currant",4,"D","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00235849056603774,0.00943396226415094,"LHHL2 Rel2023","2023","LHHL2 Rel"
"679","Sambucus canadensis","common elder",3,"D","Native","[FACW-]","0",NA,NA,">1-5%",3,3,0.0141509433962264,0.0424528301886792,"LHHL2 Rel2023","2023","LHHL2 Rel"
"680","Ulmus americana","American elm",3,"D","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0141509433962264,0.0424528301886792,"LHHL2 Rel2023","2023","LHHL2 Rel"
"681","Rubus allegheniensis","Allegheny blackberry",2,"D","Native","[FACU+]","0",NA,NA,">1-5%",3,3,0.0141509433962264,0.0283018867924528,"LHHL2 Rel2023","2023","LHHL2 Rel"
"682","Crataegus chrysocarpa s.l.","fireberry hawthorn",NA,"D","Native",NA,"0",NA,NA,">0-1%",0.5,0.5,0.00235849056603774,0.00943396226415094,"LHHL2 Rel2023","2023","LHHL2 Rel"
"683","Acer ginnala","amur maple",0,"D","Introduced","NA","0",NA,NA,">1-5%",3,3,0.0141509433962264,0,"LHHL2 Rel2023","2023","LHHL2 Rel"
"684","Frangula alnus",NA,0,"D","Introduced","[FAC+]","0",NA,NA,">1-5%",3,3,0.0141509433962264,0,"LHHL2 Rel2023","2023","LHHL2 Rel"
"685","Rubus pubescens","dwarf raspberry",6,"H","Native","[FACW+]","0",NA,NA,">1-5%",3,3,0.0141509433962264,0.0849056603773585,"LHHL2 Rel2023","2023","LHHL2 Rel"
"686","Parthenocissus quinquefolia","Virginia creeper",3,"C","Native","FAC-","0",NA,2,">5-25%",15,15,0.0707547169811321,0.212264150943396,"LHHL2 Rel2023","2023","LHHL2 Rel"
"687","Parthenocissus inserta","woodbine",2,"C","Native","FACU","0",NA,NA,">1-5%",3,3,0.0141509433962264,0.0283018867924528,"LHHL2 Rel2023","2023","LHHL2 Rel"
"688","Vitis riparia","wild grape",2,"C","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0141509433962264,0.0283018867924528,"LHHL2 Rel2023","2023","LHHL2 Rel"
"689","Amphicarpaea bracteata","hog peanut",2,"H","Native","FAC","0",NA,1,">1-5%",3,3,0.0319148936170213,0.0638297872340425,"LHHL2 Rel2023","2023","LHHL2 Rel"
"690","Arisaema triphyllum","Jack-in-the-pulpit",4,"H","Native","FACW-","0",NA,1,">1-5%",3,3,0.0319148936170213,0.127659574468085,"LHHL2 Rel2023","2023","LHHL2 Rel"
"691","Desmodium glutinosum","pointed-leaved tick trefoil",6,"H","Native",NA,"0",NA,2,">5-25%",15,15,0.159574468085106,0.957446808510638,"LHHL2 Rel2023","2023","LHHL2 Rel"
"692","Hackelia virginiana","Virginia stickseed",1,"H","Native","FAC-","0",NA,1,">1-5%",3,3,0.0319148936170213,0.0319148936170213,"LHHL2 Rel2023","2023","LHHL2 Rel"
"693","Galium triflorum",NA,4,"H","Native","FACU+","0",NA,1,">1-5%",3,3,0.0319148936170213,0.127659574468085,"LHHL2 Rel2023","2023","LHHL2 Rel"
"694","Ranunculus recurvatus",NA,5,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0319148936170213,0.159574468085106,"LHHL2 Rel2023","2023","LHHL2 Rel"
"695","Osmorhiza claytonii","Clayton's sweet cicely",3,"H","Native","FACU-","0",NA,NA,">1-5%",3,3,0.0319148936170213,0.0957446808510638,"LHHL2 Rel2023","2023","LHHL2 Rel"
"696","Geranium maculatum","wild geranium",4,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0319148936170213,0.127659574468085,"LHHL2 Rel2023","2023","LHHL2 Rel"
"697","Circaea lutetiana","common enchanter's nightshade",2,"H","Native","[FACU]","0",NA,1,">1-5%",3,3,0.0319148936170213,0.0638297872340425,"LHHL2 Rel2023","2023","LHHL2 Rel"
"698","Thalictrum dioicum","early meadow-rue",5,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0319148936170213,0.159574468085106,"LHHL2 Rel2023","2023","LHHL2 Rel"
"699","Maianthemum racemosum",NA,5,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0319148936170213,0.159574468085106,"LHHL2 Rel2023","2023","LHHL2 Rel"
"700","Maianthemum canadense","Canada mayflower",5,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0319148936170213,0.159574468085106,"LHHL2 Rel2023","2023","LHHL2 Rel"
"701","Symphyotrichum lanceolatum","panicled aster",5,"H","Native","[FACW]","0",NA,NA,">0-1%",0.5,0.5,0.00531914893617021,0.0265957446808511,"LHHL2 Rel2023","2023","LHHL2 Rel"
"702","Symphyotrichum spp.",NA,NA,NA,NA,NA,"0",NA,NA,">1-5%",3,3,0.0319148936170213,0.0319148936170213,"LHHL2 Rel2023","2023","LHHL2 Rel"
"703","Athyrium filix-femina","lady fern",5,"H","Native","NA","0",NA,1,">1-5%",3,3,0.0319148936170213,0.159574468085106,"LHHL2 Rel2023","2023","LHHL2 Rel"
"704","Solidago gigantea","giant goldenrod",3,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0319148936170213,0.0957446808510638,"LHHL2 Rel2023","2023","LHHL2 Rel"
"705","Actaea rubra","red baneberry",7,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0319148936170213,0.223404255319149,"LHHL2 Rel2023","2023","LHHL2 Rel"
"706","Lactuca canadensis","Canada wild lettuce",2,"H","Native","FACU+","0",NA,NA,">0-1%",0.5,0.5,0.00531914893617021,0.0106382978723404,"LHHL2 Rel2023","2023","LHHL2 Rel"
"707","Torilis japonica","Japanese Hedge Parsley",0,"H","Introduced","NA","0",NA,1,">1-5%",3,3,0.0319148936170213,0,"LHHL2 Rel2023","2023","LHHL2 Rel"
"708","Alliaria petiolata","garlic mustard",0,"H","Introduced","FAC","0",NA,1,">1-5%",3,3,0.0319148936170213,0,"LHHL2 Rel2023","2023","LHHL2 Rel"
"709","Onoclea sensibilis","sensitive fern",4,"H","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00531914893617021,0.0212765957446809,"LHHL2 Rel2023","2023","LHHL2 Rel"
"710","Uvularia grandiflora","large-flowered bellwort",7,"H","Native","NA","0",NA,NA,">1-5%",3,3,0.0319148936170213,0.223404255319149,"LHHL2 Rel2023","2023","LHHL2 Rel"
"711","Lactuca spp.",NA,NA,NA,NA,NA,"0",NA,NA,">0-1%",0.5,0.5,0.00531914893617021,0,"LHHL2 Rel2023","2023","LHHL2 Rel"
"712","Geum spp.",NA,NA,NA,NA,NA,"0",NA,NA,">1-5%",3,3,0.0319148936170213,0.0957446808510638,"LHHL2 Rel2023","2023","LHHL2 Rel"
"713","Galium aparine","cleavers",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0319148936170213,0.0319148936170213,"LHHL2 Rel2023","2023","LHHL2 Rel"
"714","Viola spp.",NA,NA,NA,NA,NA,"0",NA,NA,">0-1%",0.5,0.5,0.00531914893617021,0.0212765957446809,"LHHL2 Rel2023","2023","LHHL2 Rel"
"715","Geum canadense","white avens",2,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0319148936170213,0.0638297872340425,"LHHL2 Rel2023","2023","LHHL2 Rel"
"716","Ranunculus abortivus","kidney-leaved buttercup",1,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0319148936170213,0.0319148936170213,"LHHL2 Rel2023","2023","LHHL2 Rel"
"717","Arctium minus","common burdock",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0319148936170213,0,"LHHL2 Rel2023","2023","LHHL2 Rel"
"718","Rudbeckia laciniata","tall coneflower",6,NA,"Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00531914893617021,0.0319148936170213,"LHHL2 Rel2023","2023","LHHL2 Rel"
"719","Myosoton aquaticum","giant chickweed",0,"H","Introduced","FAC+","0",NA,NA,">0-1%",0.5,0.5,0.00531914893617021,0,"LHHL2 Rel2023","2023","LHHL2 Rel"
"720","Anemone quinquefolia","wood anemone",5,"H","Native","[FAC*]","0",NA,NA,">1-5%",3,3,0.0319148936170213,0.159574468085106,"LHHL2 Rel2023","2023","LHHL2 Rel"
"721","Sanicula spp.",NA,NA,NA,NA,NA,"0",NA,NA,">1-5%",3,3,0.0319148936170213,0.0957446808510638,"LHHL2 Rel2023","2023","LHHL2 Rel"
"722","Cirsium arvense","Canada thistle",0,"H","Introduced","FACU","0",NA,NA,">0-1%",0.5,0.5,0.00531914893617021,0,"LHHL2 Rel2023","2023","LHHL2 Rel"
