"","scientific_name","common_name","x3","physiognamy","mn_nativity","mnwi","rarity_status","id","cc","cc_range","x12","midpoint_cc","p","p_c","releveCode","releveyear","releveSite"
"361","Unknown forb",NA,NA,NA,NA,NA,NA,NA,NA,">1-5%",3,3,0.0365853658536585,NA,"LHHL22022","2022","LHHL2"
"362","Geum canadense","white avens",2,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.0731707317073171,"LHHL22022","2022","LHHL2"
"363","Geranium maculatum","wild geranium",4,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0365853658536585,0.146341463414634,"LHHL22022","2022","LHHL2"
"364","Circaea lutetiana","common enchanter's nightshade",2,"H","Native","[FACU]","0",NA,1,">1-5%",3,3,0.0365853658536585,0.0731707317073171,"LHHL22022","2022","LHHL2"
"365","Toxicodendron rydbergii","western poison ivy",1,"D","Native","FAC","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.0365853658536585,"LHHL22022","2022","LHHL2"
"366","Alliaria petiolata","garlic mustard",0,"H","Introduced","FAC","0",NA,NA,">1-5%",3,3,0.0365853658536585,0,"LHHL22022","2022","LHHL2"
"367","Actaea rubra","red baneberry",7,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.25609756097561,"LHHL22022","2022","LHHL2"
"368","Torilis japonica","Japanese Hedge Parsley",0,"H","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0365853658536585,0,"LHHL22022","2022","LHHL2"
"369","Ranunculus abortivus","kidney-leaved buttercup",1,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.0365853658536585,"LHHL22022","2022","LHHL2"
"370","Maianthemum racemosum",NA,5,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.182926829268293,"LHHL22022","2022","LHHL2"
"371","Arisaema triphyllum","Jack-in-the-pulpit",4,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.146341463414634,"LHHL22022","2022","LHHL2"
"372","Maianthemum canadense","Canada mayflower",5,"H","Native","FAC","0",NA,NA,">0-1%",0.5,0.5,0.00609756097560976,0.0304878048780488,"LHHL22022","2022","LHHL2"
"373","Arctium minus","common burdock",0,"H","Introduced","FACU","0",NA,NA,">0-1%",0.5,0.5,0.00609756097560976,0,"LHHL22022","2022","LHHL2"
"374","Ageratina altissima","white snakeroot",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.0365853658536585,"LHHL22022","2022","LHHL2"
"375","Erechtites hieraciifolius",NA,2,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0365853658536585,0.0731707317073171,"LHHL22022","2022","LHHL2"
"376","Symphyotrichum ontarionis",NA,6,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.219512195121951,"LHHL22022","2022","LHHL2"
"377","Rudbeckia laciniata","tall coneflower",6,NA,"Native","FACW","0",NA,NA,">1-5%",3,3,0.0365853658536585,0.219512195121951,"LHHL22022","2022","LHHL2"
"378","Festuca subverticillata","nodding fescue",6,"G","Native","[FACU+]","0",NA,NA,">1-5%",3,3,0.25,1.5,"LHHL22022","2022","LHHL2"
"379","Carex blanda","charming sedge",2,"G","Native","FAC","0",NA,NA,">1-5%",3,3,0.25,0.5,"LHHL22022","2022","LHHL2"
"380","Carex cf. rosea/radiata",NA,3,"G","Native",NA,NA,NA,NA,">1-5%",3,3,0.25,0.75,"LHHL22022","2022","LHHL2"
"381","Elymus virginicus","Virginia wildrye",4,"G","Native","FACW-","0",NA,NA,">1-5%",3,3,0.25,1,"LHHL22022","2022","LHHL2"
"382","Populus grandidentata","big-toothed aspen",4,"D","Native","FACU","0",NA,4,">50-75%",62.5,62.5,0.270562770562771,1.08225108225108,"LHHL32022","2022","LHHL3"
"383","Betula papyrifera","paper birch",3,"D","Native","[FACU+]","0",NA,2,">5-25%",15,15,0.0649350649350649,0.194805194805195,"LHHL32022","2022","LHHL3"
"384","Ostrya virginiana","ironwood",4,"D","Native","[FACU-]","0",NA,4,">50-75%",62.5,62.5,0.270562770562771,1.08225108225108,"LHHL32022","2022","LHHL3"
"385","Acer negundo","box elder",1,"D","Native","FACW-","0",NA,2,">5-25%",15,15,0.0649350649350649,0.0649350649350649,"LHHL32022","2022","LHHL3"
"386","Quercus rubra","northern red oak",5,"D","Native","FACU","0",NA,2,">5-25%",15,15,0.0649350649350649,0.324675324675325,"LHHL32022","2022","LHHL3"
"387","Rubus idaeus",NA,3,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.012987012987013,0.038961038961039,"LHHL32022","2022","LHHL3"
"388","Prunus virginiana","chokecherry",3,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.012987012987013,0.038961038961039,"LHHL32022","2022","LHHL3"
"389","Ribes missouriense","Missouri gooseberry",4,"D","Native",NA,"0",NA,2,">5-25%",15,15,0.0649350649350649,0.25974025974026,"LHHL32022","2022","LHHL3"
"390","Viburnum lentago","nannyberry",4,"D","Native","FAC+","0",NA,NA,">1-5%",3,3,0.012987012987013,0.051948051948052,"LHHL32022","2022","LHHL3"
"391","Fraxinus pennsylvanica","green ash",2,"D","Native","FACW","0",NA,NA,">1-5%",3,3,0.012987012987013,0.025974025974026,"LHHL32022","2022","LHHL3"
"392","Celtis occidentalis","hackberry",3,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.012987012987013,0.038961038961039,"LHHL32022","2022","LHHL3"
"393","Toxicodendron rydbergii","western poison ivy",1,"D","Native","FAC","0",NA,1,">1-5%",3,3,0.012987012987013,0.012987012987013,"LHHL32022","2022","LHHL3"
"394","Viburnum rafinesquianum","downy arrowwood",7,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.012987012987013,0.0909090909090909,"LHHL32022","2022","LHHL3"
"395","Rhamnus cathartica","common buckthorn",0,"D","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.012987012987013,0,"LHHL32022","2022","LHHL3"
"396","Populus tremuloides","quaking aspen",2,"D","Native","[FAC]","0",NA,NA,">1-5%",3,3,0.012987012987013,0.025974025974026,"LHHL32022","2022","LHHL3"
"397","Exotic Lonicera spp.",NA,0,"D","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.012987012987013,0,"LHHL32022","2022","LHHL3"
"398","Prunus serotina","black cherry",4,"D","Native","[FACU]","0",NA,NA,">1-5%",3,3,0.012987012987013,0.051948051948052,"LHHL32022","2022","LHHL3"
"399","Ribes americanum","wild black currant",4,"D","Native","FACW","0",NA,NA,">1-5%",3,3,0.012987012987013,0.051948051948052,"LHHL32022","2022","LHHL3"
"400","Rubus occidentalis","black raspberry",2,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.012987012987013,0.025974025974026,"LHHL32022","2022","LHHL3"
"401","Frangula alnus",NA,0,"D","Introduced","[FAC+]","0",NA,NA,">1-5%",3,3,0.012987012987013,0,"LHHL32022","2022","LHHL3"
"402","Viburnum opulus var. opulus",NA,0,"D","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.012987012987013,0,"LHHL32022","2022","LHHL3"
"403","Zanthoxylum americanum","prickly ash",3,"D","Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.00216450216450216,0.00649350649350649,"LHHL32022","2022","LHHL3"
"404","Sambucus sp.",NA,3,"D","Native",NA,"0",NA,NA,">0-1%",0.5,0.5,0.00216450216450216,0.00649350649350649,"LHHL32022","2022","LHHL3"
"405","Ranunculus hispidus","hispid buttercup",6,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.23841059602649,"LHHL32022","2022","LHHL3"
"406","Arisaema triphyllum","Jack-in-the-pulpit",4,"H","Native","FACW-","0",NA,1,">1-5%",3,3,0.0397350993377483,0.158940397350993,"LHHL32022","2022","LHHL3"
"407","Circaea lutetiana","common enchanter's nightshade",2,"H","Native","[FACU]","0",NA,1,">1-5%",3,3,0.0397350993377483,0.0794701986754967,"LHHL32022","2022","LHHL3"
"408","Athyrium filix-femina","lady fern",5,"H","Native",NA,"0",NA,2,">5-25%",15,15,0.198675496688742,0.993377483443709,"LHHL32022","2022","LHHL3"
"409","Desmodium glutinosum","pointed-leaved tick trefoil",6,"H","Native",NA,"0",NA,1,">1-5%",3,3,0.0397350993377483,0.23841059602649,"LHHL32022","2022","LHHL3"
"410","Ranunculus abortivus","kidney-leaved buttercup",1,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.0397350993377483,"LHHL32022","2022","LHHL3"
"411","Geum canadense","white avens",2,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.0794701986754967,"LHHL32022","2022","LHHL3"
"412","Viola sp.",NA,4,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0397350993377483,0.158940397350993,"LHHL32022","2022","LHHL3"
"413","Amphicarpaea bracteata","hog peanut",2,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.0794701986754967,"LHHL32022","2022","LHHL3"
"414","Solidago flexicaulis","zigzag goldenrod",5,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.198675496688742,"LHHL32022","2022","LHHL3"
"415","Symphyotrichum lateriflorum","side-flowering aster",4,"H","Native","[FACW-]","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.158940397350993,"LHHL32022","2022","LHHL3"
"416","Osmorhiza claytonii","Clayton's sweet cicely",3,"H","Native","FACU-","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.119205298013245,"LHHL32022","2022","LHHL3"
"417","Osmorhiza longistylis","aniseroot",4,"H","Native","FACU-","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.158940397350993,"LHHL32022","2022","LHHL3"
"418","Anemone quinquefolia","wood anemone",5,"H","Native","[FAC*]","0",NA,1,">1-5%",3,3,0.0397350993377483,0.198675496688742,"LHHL32022","2022","LHHL3"
"419","Maianthemum sp.",NA,5,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0397350993377483,0.198675496688742,"LHHL32022","2022","LHHL3"
"420","Hackelia virginiana","Virginia stickseed",1,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.0397350993377483,"LHHL32022","2022","LHHL3"
"421","Galium triflorum",NA,4,"H","Native","FACU+","0",NA,1,">1-5%",3,3,0.0397350993377483,0.158940397350993,"LHHL32022","2022","LHHL3"
"422","Ranunculus recurvatus",NA,5,"H","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00662251655629139,0.033112582781457,"LHHL32022","2022","LHHL3"
"423","Torilis japonica","Japanese Hedge Parsley",0,"H","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0397350993377483,0,"LHHL32022","2022","LHHL3"
"424","Maianthemum canadense","Canada mayflower",5,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.198675496688742,"LHHL32022","2022","LHHL3"
"425","Dryopteris carthusiana","spinulose shield fern",6,"H","Native","[FACW-]","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.23841059602649,"LHHL32022","2022","LHHL3"
"426","Onoclea sensibilis","sensitive fern",4,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0397350993377483,0.158940397350993,"LHHL32022","2022","LHHL3"
"427","Carex rosea","starry sedge",4,"G","Native","FACU","0",NA,NA,">1-5%",3,3,0.461538461538462,1.84615384615385,"LHHL32022","2022","LHHL3"
"428","Carex gracillima","graceful sedge",4,"G","Native","FACU*","0",NA,NA,">0-1%",0.5,0.5,0.0769230769230769,0.307692307692308,"LHHL32022","2022","LHHL3"
"429","Festuca subverticillata","nodding fescue",6,"G","Native","[FACU+]","0",NA,NA,">1-5%",3,3,0.461538461538462,2.76923076923077,"LHHL32022","2022","LHHL3"
"430","Populus tremuloides","quaking aspen",2,"D","Native","[FAC]","0",NA,3,">25-50%",37.5,37.5,0.26978417266187,0.539568345323741,"LHHL42022","2022","LHHL4"
"431","Prunus serotina","black cherry",4,"D","Native","[FACU]","0",NA,2,">5-25%",15,15,0.107913669064748,0.431654676258993,"LHHL42022","2022","LHHL4"
"432","Quercus rubra","northern red oak",5,"D","Native","FACU","0",NA,2,">5-25%",15,15,0.107913669064748,0.539568345323741,"LHHL42022","2022","LHHL4"
"433","Acer negundo","box elder",1,"D","Native","FACW-","0",NA,2,">5-25%",15,15,0.107913669064748,0.107913669064748,"LHHL42022","2022","LHHL4"
"434","Ulmus americana","American elm",3,"D","Native","FACW-","0",NA,2,">5-25%",15,15,0.107913669064748,0.323741007194245,"LHHL42022","2022","LHHL4"
"435","Quercus macrocarpa","bur oak",5,"D","Native","[FAC-]","0",NA,NA,">0-1%",0.5,0.5,0.00359712230215827,0.0179856115107914,"LHHL42022","2022","LHHL4"
"436","Zanthoxylum americanum","prickly ash",3,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.0215827338129496,0.0647482014388489,"LHHL42022","2022","LHHL4"
"437","Fraxinus pennsylvanica","green ash",2,"D","Native","FACW","0",NA,NA,">1-5%",3,3,0.0215827338129496,0.0431654676258993,"LHHL42022","2022","LHHL4"
"438","Prunus virginiana","chokecherry",3,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.0215827338129496,0.0647482014388489,"LHHL42022","2022","LHHL4"
"439","Rhamnus cathartica","common buckthorn",0,"D","Introduced","FACU","0",NA,2,">5-25%",15,15,0.107913669064748,0,"LHHL42022","2022","LHHL4"
"440","Celtis occidentalis","hackberry",3,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.0215827338129496,0.0647482014388489,"LHHL42022","2022","LHHL4"
"441","Ribes americanum","wild black currant",4,"D","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00359712230215827,0.0143884892086331,"LHHL42022","2022","LHHL4"
"442","Ribes sp.",NA,3,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.0215827338129496,0.0647482014388489,"LHHL42022","2022","LHHL4"
"443","Rubus idaeus",NA,3,"D","Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.00359712230215827,0.0107913669064748,"LHHL42022","2022","LHHL4"
"444","Gleditsia triacanthos","honey locust",0,"D","Introduced","FAC","W",NA,NA,">0-1%",0.5,0.5,0.00359712230215827,0,"LHHL42022","2022","LHHL4"
"445","Viburnum lentago","nannyberry",4,"D","Native","FAC+","0",NA,NA,">0-1%",0.5,0.5,0.00359712230215827,0.0143884892086331,"LHHL42022","2022","LHHL4"
"446","Parthenocissus quinquefolia","Virginia creeper",3,"C","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0215827338129496,0.0647482014388489,"LHHL42022","2022","LHHL4"
"447","Vitis riparia","wild grape",2,"C","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0215827338129496,0.0431654676258993,"LHHL42022","2022","LHHL4"
"448","Parthenocissus inserta","woodbine",2,"C","Native","FACU","0",NA,NA,">1-5%",3,3,0.0215827338129496,0.0431654676258993,"LHHL42022","2022","LHHL4"
"449","Uvularia grandiflora","large-flowered bellwort",7,"H","Native",NA,"0",NA,NA,">0-1%",0.5,0.5,0.00429184549356223,0.0300429184549356,"LHHL42022","2022","LHHL4"
"450","Vinca minor",NA,0,"H","Introduced",NA,NA,NA,2,">5-25%",15,15,0.128755364806867,0,"LHHL42022","2022","LHHL4"
"451","Arisaema triphyllum","Jack-in-the-pulpit",4,"H","Native","FACW-","0",NA,1,">1-5%",3,3,0.0257510729613734,0.103004291845494,"LHHL42022","2022","LHHL4"
"452","Pyrola elliptica","elliptic shinleaf",6,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.15450643776824,"LHHL42022","2022","LHHL4"
"453","Liparis liliifolia","lily-leaved twayblade",5,"H","Native","FACU-","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.128755364806867,"LHHL42022","2022","LHHL4"
"454","Cerastium fontanum",NA,0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0257510729613734,0,"LHHL42022","2022","LHHL4"
"455","Dryopteris carthusiana","spinulose shield fern",6,"H","Native","[FACW-]","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.15450643776824,"LHHL42022","2022","LHHL4"
"456","Athyrium filix-femina","lady fern",5,"H","Native",NA,"0",NA,2,">5-25%",15,15,0.128755364806867,0.643776824034335,"LHHL42022","2022","LHHL4"
"457","Onoclea sensibilis","sensitive fern",4,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.103004291845494,"LHHL42022","2022","LHHL4"
"458","Galium triflorum",NA,4,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.103004291845494,"LHHL42022","2022","LHHL4"
"459","Solidago altissima","late goldenrod",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.0257510729613734,"LHHL42022","2022","LHHL4"
"460","Maianthemum stellatum","starry false Solomon's seal",5,"H","Native","[FAC-]","0",NA,NA,">0-1%",0.5,0.5,0.00429184549356223,0.0214592274678112,"LHHL42022","2022","LHHL4"
"461","Taraxacum officinale","common dandelion",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0257510729613734,0,"LHHL42022","2022","LHHL4"
"462","Solidago gigantea","giant goldenrod",3,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.0772532188841202,"LHHL42022","2022","LHHL4"
"463","Torilis japonica","Japanese Hedge Parsley",0,"H","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0257510729613734,0,"LHHL42022","2022","LHHL4"
"464","Amphicarpaea bracteata","hog peanut",2,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.0515021459227468,"LHHL42022","2022","LHHL4"
"465","Anemone canadensis","canada anemone",3,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.0772532188841202,"LHHL42022","2022","LHHL4"
"466","Plantago rugelii","Rugel's plantain",0,"H","Native","[FAC]","0",NA,NA,">1-5%",3,3,0.0257510729613734,0,"LHHL42022","2022","LHHL4"
"467","Rudbeckia laciniata","tall coneflower",6,NA,"Native","FACW","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.15450643776824,"LHHL42022","2022","LHHL4"
"468","Oxalis stricta","yellow wood sorrel",0,"H","Native","[FACU]","0",NA,NA,">1-5%",3,3,0.0257510729613734,0,"LHHL42022","2022","LHHL4"
"469","Circaea lutetiana","common enchanter's nightshade",2,"H","Native","[FACU]","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.0515021459227468,"LHHL42022","2022","LHHL4"
"470","Maianthemum canadense","Canada mayflower",5,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.128755364806867,"LHHL42022","2022","LHHL4"
"471","Rubus flagellaris","northern dewberry",3,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.0257510729613734,0.0772532188841202,"LHHL42022","2022","LHHL4"
"472","Lycopus americanus","cut-leaved bugleweed",4,"H","Native","OBL","0",NA,NA,">0-1%",0.5,0.5,0.00429184549356223,0.0171673819742489,"LHHL42022","2022","LHHL4"
"473","Arctium minus","common burdock",0,"H","Introduced","FACU","0",NA,NA,">0-1%",0.5,0.5,0.00429184549356223,0,"LHHL42022","2022","LHHL4"
"474","Ranunculus recurvatus",NA,5,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.128755364806867,"LHHL42022","2022","LHHL4"
"475","Ranunculus hispidus","hispid buttercup",6,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.15450643776824,"LHHL42022","2022","LHHL4"
"476","Hackelia virginiana","Virginia stickseed",1,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.0257510729613734,"LHHL42022","2022","LHHL4"
"477","Galium aparine","cleavers",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.0257510729613734,"LHHL42022","2022","LHHL4"
"478","Actaea rubra","red baneberry",7,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.180257510729614,"LHHL42022","2022","LHHL4"
"479","Geranium maculatum","wild geranium",4,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.103004291845494,"LHHL42022","2022","LHHL4"
"480","Anemone quinquefolia","wood anemone",5,"H","Native","[FAC*]","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.128755364806867,"LHHL42022","2022","LHHL4"
"481","Thalictrum dioicum","early meadow-rue",5,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0257510729613734,0.128755364806867,"LHHL42022","2022","LHHL4"
"482","Desmodium glutinosum","pointed-leaved tick trefoil",6,"H","Native",NA,"0",NA,NA,">0-1%",0.5,0.5,0.00429184549356223,0.0257510729613734,"LHHL42022","2022","LHHL4"
"483","Trifolium pratense","red clover",0,"H","Introduced","FACU+","0",NA,NA,">1-5%",3,3,0.0257510729613734,0,"LHHL42022","2022","LHHL4"
"484","Carex gracillima","graceful sedge",4,"G","Native","FACU*","0",NA,NA,">1-5%",3,3,0.25,1,"LHHL42022","2022","LHHL4"
"485","Unknown grass 1",NA,NA,NA,NA,NA,NA,NA,NA,">1-5%",3,3,0.25,NA,"LHHL42022","2022","LHHL4"
"486","Carex pensylvanica","Pennsylvania sedge",3,"G","Native",NA,"0",NA,NA,">1-5%",3,3,0.25,0.75,"LHHL42022","2022","LHHL4"
"487","Elymus sp.",NA,0,"G",NA,NA,NA,NA,NA,">1-5%",3,3,0.25,0,"LHHL42022","2022","LHHL4"
"488","Quercus rubra","northern red oak",5,"D","Native","FACU","0",NA,2,">5-25%",15,15,0.1171875,0.5859375,"LHHL52022","2022","LHHL5"
"489","Betula papyrifera","paper birch",3,"D","Native","[FACU+]","0",NA,NA,">0-1%",0.5,0.5,0.00390625,0.01171875,"LHHL52022","2022","LHHL5"
"490","Quercus macrocarpa","bur oak",5,"D","Native","[FAC-]","0",NA,2,">5-25%",15,15,0.1171875,0.5859375,"LHHL52022","2022","LHHL5"
"491","Prunus serotina","black cherry",4,"D","Native","[FACU]","0",NA,2,">5-25%",15,15,0.1171875,0.46875,"LHHL52022","2022","LHHL5"
"492","Acer saccharinum","silver maple",3,"D","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00390625,0.01171875,"LHHL52022","2022","LHHL5"
"493","Acer negundo","box elder",1,"D","Native","FACW-","0",NA,NA,">0-1%",0.5,0.5,0.00390625,0.00390625,"LHHL52022","2022","LHHL5"
"494","Populus tremuloides","quaking aspen",2,"D","Native","[FAC]","0",NA,NA,">1-5%",3,3,0.0234375,0.046875,"LHHL52022","2022","LHHL5"
"495","Viburnum lentago","nannyberry",4,"D","Native","FAC+","0",NA,2,">5-25%",15,15,0.1171875,0.46875,"LHHL52022","2022","LHHL5"
"496","Rhamnus cathartica","common buckthorn",0,"D","Introduced","FACU","0",NA,2,">5-25%",15,15,0.1171875,0,"LHHL52022","2022","LHHL5"
"497","Prunus virginiana","chokecherry",3,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.0234375,0.0703125,"LHHL52022","2022","LHHL5"
"498","Viburnum rafinesquianum","downy arrowwood",7,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.0234375,0.1640625,"LHHL52022","2022","LHHL5"
"499","Corylus americana","American hazelnut",3,"D","Native","FACU-","0",NA,NA,">1-5%",3,3,0.0234375,0.0703125,"LHHL52022","2022","LHHL5"
"500","Zanthoxylum americanum","prickly ash",3,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.0234375,0.0703125,"LHHL52022","2022","LHHL5"
"501","Fraxinus pennsylvanica","green ash",2,"D","Native","FACW","0",NA,NA,">1-5%",3,3,0.0234375,0.046875,"LHHL52022","2022","LHHL5"
"502","Ostrya virginiana","ironwood",4,"D","Native","[FACU-]","0",NA,NA,">1-5%",3,3,0.0234375,0.09375,"LHHL52022","2022","LHHL5"
"503","Rubus allegheniensis s.s.","Allegheny blackberry",2,"D","Native","[FACU+]","0",NA,NA,">1-5%",3,3,0.0234375,0.046875,"LHHL52022","2022","LHHL5"
"504","Ribes missouriense","Missouri gooseberry",4,"D","Native",NA,"0",NA,2,">5-25%",15,15,0.1171875,0.46875,"LHHL52022","2022","LHHL5"
"505","Corylus cornuta",NA,5,"D","Native","UPL","0",NA,NA,">0-1%",0.5,0.5,0.00390625,0.01953125,"LHHL52022","2022","LHHL5"
"506","Rubus occidentalis","black raspberry",2,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.0234375,0.046875,"LHHL52022","2022","LHHL5"
"507","Rubus idaeus",NA,3,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.0234375,0.0703125,"LHHL52022","2022","LHHL5"
"508","Parthenocissus quinquefolia","Virginia creeper",3,"C","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0234375,0.0703125,"LHHL52022","2022","LHHL5"
"509","Vitis riparia","wild grape",2,"C","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0234375,0.046875,"LHHL52022","2022","LHHL5"
"510","Pteridium aquilinum",NA,2,NA,"Native","FACU","0",NA,NA,">1-5%",3,3,0.0285714285714286,0.0571428571428571,"LHHL52022","2022","LHHL5"
"511","Athyrium filix-femina","lady fern",5,"H","Native",NA,"0",NA,1,">1-5%",3,3,0.0285714285714286,0.142857142857143,"LHHL52022","2022","LHHL5"
"512","Thalictrum dioicum","early meadow-rue",5,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0285714285714286,0.142857142857143,"LHHL52022","2022","LHHL5"
"513","Arisaema triphyllum","Jack-in-the-pulpit",4,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0285714285714286,0.114285714285714,"LHHL52022","2022","LHHL5"
"514","Hackelia virginiana","Virginia stickseed",1,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0285714285714286,0.0285714285714286,"LHHL52022","2022","LHHL5"
"515","Solidago altissima","late goldenrod",1,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0285714285714286,0.0285714285714286,"LHHL52022","2022","LHHL5"
"516","Rudbeckia laciniata","tall coneflower",6,NA,"Native","FACW","0",NA,2,">5-25%",15,15,0.142857142857143,0.857142857142857,"LHHL52022","2022","LHHL5"
"517","Toxicodendron rydbergii","western poison ivy",1,"D","Native","FAC","0",NA,NA,">1-5%",3,3,0.0285714285714286,0.0285714285714286,"LHHL52022","2022","LHHL5"
"518","Circaea lutetiana","common enchanter's nightshade",2,"H","Native","[FACU]","0",NA,NA,">1-5%",3,3,0.0285714285714286,0.0571428571428571,"LHHL52022","2022","LHHL5"
"519","Erigeron sp.",NA,0,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0285714285714286,0,"LHHL52022","2022","LHHL5"
"520","Anemone quinquefolia","wood anemone",5,"H","Native","[FAC*]","0",NA,1,">1-5%",3,3,0.0285714285714286,0.142857142857143,"LHHL52022","2022","LHHL5"
"521","Pyrola elliptica","elliptic shinleaf",6,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0285714285714286,0.171428571428571,"LHHL52022","2022","LHHL5"
"522","Galium triflorum",NA,4,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0285714285714286,0.114285714285714,"LHHL52022","2022","LHHL5"
"523","Torilis japonica","Japanese Hedge Parsley",0,"H","Introduced",NA,"0",NA,1,">1-5%",3,3,0.0285714285714286,0,"LHHL52022","2022","LHHL5"
"524","Unknown forb",NA,NA,NA,NA,NA,NA,NA,NA,">1-5%",3,3,0.0285714285714286,NA,"LHHL52022","2022","LHHL5"
"525","Geranium maculatum","wild geranium",4,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0285714285714286,0.114285714285714,"LHHL52022","2022","LHHL5"
